name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Belhaven Classic Choice Wheat Beer	/m/04dqh0n			4.8					Belhaven Brewery		United Kingdom	/m/04dr6jv
Whitbread Mackeson Stout	/m/04dqgxq			3.0					Whitbread		United Kingdom	/m/04dr49x
Jennings Cocker Hoop	/m/04dqgw5			4.8					Jennings		United Kingdom	/m/04dr3m0
Coopers 62 Pilsner	/m/08_jjrq	Pilsener	2009-09	5.0					Coopers Brewery		Australia	/m/08_jmcp
Lonsdale Lager	/m/0gfs8gn								Bellarine Brewing Company			
Triple fff Moondance	/m/0djzbk_								Triple fff Brewery			
Nethergate Suffolk County 	/m/0dkfstz								Nethergate brewery			
Radiant Ale	/m/0dlw1cl								Ninkasi Brewing			
Lagunitas Brown Shugga'	/m/05k6fb0	Seasonal beer		9.5					Lagunitas Brewing Company			/m/05k6fz2,/m/05k6fz8
Phillips Longboat Double Chocolate Porter	/m/05st9mk											
Riva Dentergems Wit	/m/04dqqvt			5.0					Riva		Belgium	/m/04dr25c
Pivzavod Abovian Kilikia	/m/04dqdhy			3.8					Pivzavod Abovian		Armenia	/m/04dqzyh
	/m/04dqwxp								Samuel Adams		United States of America	/m/04dr5kz
Westmalle Tripel	/m/04dql43			9.0					Westmalle Brewery		Belgium	/m/04dr3zx
Guinness Foreign Extra Stout	/m/04dqqsv			7.5					Guinness		Republic of Ireland	/m/04dr51k
Banks and Taylor's Black Old Bat	/m/04dqww4			6.5					Banks and Taylor's		United Kingdom	/m/04dr2nc
Hook Norton 303 AD	/m/04dqkfc			4.0					/m/04drbw8		United Kingdom	/m/04dr3vx
Grolsch Blonde	/m/04dq9tz			4.5					Grolsch Brewery		Netherlands	/m/04dr3nn
Piebalga Sencu Alus	/m/04dqhhc			4.0					Piebalga		Latvia	/m/04dq_g7
Belhaven 80/- Export	/m/04dqldn			3.9					Belhaven Brewery		United Kingdom	/m/04dr1m3
Al A Sakara King	/m/04dqd4_			10.0							Egypt	/m/04dqy67
Nelson Paddywack IPA	/m/04dqcf4			6.5					Nelson		Canada	/m/04dqy7h
Herold Czech Premium Lager	/m/04dqm6x			5.0					Herold		Czech Republic	/m/04dr04m
Marston's Sundance (Tesco/JD Wetherspoon's)	/m/04dqcjn			5.0					Marston's		United Kingdom	/m/04dr257
Kent Old Brown	/m/03q4b2f											
Wagtail Brewery Irish Ale	/m/04dqh9d			4.5					Wagtail Brewery		United Kingdom	/m/04dr5x6
Caracu Cerveja Escura	/m/04dqmp3			5.3					Caracu		Brazil	/m/04dr58q
Dupetit Natural Products Cannabia	/m/04dqdy1			5.0							Germany	/m/04dr22m
Ascot Ales Anastasia's Exile Stout	/m/04dqq3d	Stout		5.0					Ascot Ales		United Kingdom	/m/04dr3fs
Prignon Fantôme Babillard	/m/04dqfd4			8.0					Prignon		Belgium	/m/04dr1ww
Caledonian Brewery Merman XXX	/m/04dqpq1			4.8					Caledonian Brewery		United Kingdom	/m/04dr2v_
Castle Eden Challenge Ale	/m/04dqh3h			5.0							United Kingdom	/m/04dqxj3
White Star Brewery Black Panther Stout	/m/04dqp7v			4.4					White Star Brewery		United Kingdom	/m/04dr35c
Měšťanský Pivovar Rebel Originál Premium	/m/04dqnz6			4.8					Měšťanský Pivovar		Czech Republic	/m/04dr3p4
Oud Beersel Oude Geuze Vieille	/m/04dqn8b			6.0					Oud Beersel		Belgium	/m/04dr6k6
Desnoes & Geddes Red Stripe (brewed by Charles Wells)	/m/04dqfhn			4.7					Desnoes & Geddes		United Kingdom	/m/04dr07_
Fuller's London Pride	/m/04dqn2f	Ale,Special/Best/Premium Bitter		4.7					Fuller, Smith and Turner		United Kingdom	/m/04dr5xg
Palm Aerts 1900	/m/04dqcgp			7.5					Palm		Belgium	/m/04dqxfr
Sarah Hughes Dark Ruby Mild	/m/04dqrlf			6.0					Sarah Hughes		United Kingdom	/m/04dr4nj
Alaskan Stout	/m/02hypvw	Oatmeal stout		5.65	1.065		28.0		Alaskan Brewing Company	119	United States of America	/m/04dr48s
Flag Spéciale	/m/0bgcf35											
James Squire Pilsner	/m/03m2n3c								James Squire		Australia	
Shepherd Neame Limited MM Vintage Christmas Ale	/m/04dqc96			6.7					Shepherd Neame		United Kingdom	/m/04dq_6h
St Bernardus Abt 12	/m/04dqcb9			10.0					St. Bernardus		Belgium	/m/04dr5pb
Badger Brewery Sainsbury's Premium Badger Ale	/m/04dqfl1			5.0					Badger Brewery		United Kingdom	/m/04dr043
Heineken Edelweiss	/m/04dqcxg			5.0					Heineken Brewery		France	/m/04dr5kg
Ales of Kent Merry Mice Mild	/m/04dqpnr			4.8					Ales of Kent		United Kingdom	/m/04dqz97
Magic Hat #9	/m/04dqtsw			5.1					Magic Hat Brewing Company		United States of America	
Silly La Divine	/m/04dqd0d			9.5					Silly		Belgium	/m/04dq_mr
Cantillon Lou Pepe Gueuze '99	/m/04dqr52			5.0					Cantillon Brewery		Belgium	/m/04dr2n7
Church End Nuns Ale	/m/04dqqgb			4.5					Church End		United Kingdom	/m/04dr40n
Du Bocq Blanche de Namur	/m/04dqkvy			4.5					Brasserie Du Bocq		Belgium	/m/04dr40j
Brooklyn East India Pale Ale	/m/04dqx40			6.9					Brooklyn Brewery		United States of America	/m/04dqygh
Skol Breweries Ltd (Mumbai) Haywards Black Stout Beer	/m/04dqllk			8.0					Skol Breweries Ltd (Mumbai)		India	/m/04dr2rc
Bateman's Hop Bine Organic Bitter	/m/04dqfpk			4.2					Batemans Brewery		United Kingdom	/m/04dr2l7
Greene King Strong Suffolk Vintage Ale	/m/04dqdpv			6.0					Greene King Brewery		United Kingdom	/m/04dr70z,/m/04dqypw
Tooheys Extra Dry	/m/04dqf48			4.7					Tooheys		Australia	/m/04dr1dr
Nethergate Bitter	/m/04dqvsl			4.1					Nethergate brewery		United Kingdom	/m/04dr6gq
Zywiec Tatra Pils	/m/04dqsq2			6.0					Żywiec Brewery		Poland	/m/04dr0bh
Hostan Praga Pilsner	/m/04dqk_j			5.0					Hostan		Czech Republic	/m/04dqxx_
Vale Halcyon Daze	/m/04dqgnv			4.3					Vale		United Kingdom	/m/04dr4xf
Iceni Norfolk Gold	/m/04dqc4v			5.0					Iceni		United Kingdom	/m/04dr4w9
Unibroue La Fin Du Monde	/m/04dqgqt			9.0					Unibroue		Canada	/m/04dr626
Anheuser-Busch Michelob	/m/04dqb21			5.0					Anheuser-Busch		United States of America	/m/04dr4g4
Theakston Grouse Beater	/m/04dqjfz			4.2					Theakston Brewery		United Kingdom	/m/04dr4qp
Whim Ales Old Izaak	/m/04dqml8			5.0					Whim Ales		United Kingdom	/m/04dr0b7
Haut Limousin La Lémovice Blonde	/m/04dqgp8			6.5					Haut Limousin		France	/m/04dr4yk
Fuller's Discovery	/m/04dql_7			4.2					Fuller, Smith and Turner		United Kingdom	/m/04dqytw
Mahou Clásica	/m/04dqs7w			4.8					Mahou		Spain	/m/04dq_3w
Le Baladin Wayan	/m/04dqmmt			5.8					Le Baladin		Italy	/m/04dr34r
Roman Special	/m/04dqv79			5.5					Roman		Belgium	/m/04dqz7h
Fine Ale Club Against the Grain	/m/04dqws9			4.5					Fine Ale Club		United Kingdom	/m/04dr2yh
Van Honsebrouck Brigand	/m/04dqf5t			9.0					Van Honsebrouck		Belgium	/m/04dr48x
Brasserie La Caracole Nostradamus	/m/04dqt_f			9.5					Brasserie Caracole		Belgium	/m/04dqz8m
Burton Bridge Staffordshire	/m/04dqv2y			4.5					Burton Bridge Brewery		United Kingdom	/m/04dr3sx
Jantjes Kerstbier	/m/04dqhxy			6.0					Jantjes		Netherlands	/m/04dr1s7
Arcense Bierbrouwerij Witte Raaf	/m/04dqlh1	Wheat beer		5.0					Arcense Bierbrouwerij		Netherlands	/m/04dr29h
Orkney Skullsplitter	/m/04dqpm6			8.5					Orkney		United Kingdom	/m/04dq_rc
Cooper's Mild Ale	/m/042zbmm								Coopers Brewery			
Sagres Bohemia	/m/04dqbbl			6.4					Sagres		United Kingdom	/m/04dq_53
Rye Pale Ale	/m/0djy34r								Terrapin Beer Company			
Blue Moon	/m/0953kf											
Tactical Nuclear Penguin	/m/0b68kkb			32.0	1092.0				BrewDog			/m/0b68l5h
Big Wave Golden Ale	/m/0dl74n4			5.3	12.5		20.0		Kona Brewing Company			
Quantum Pale Ale	/m/0dlw1cc								Ninkasi Brewing			
Dark Star Oktoberfest	/m/0dl8hkb			5.2					Dark Star			
Lees  Bitter  Joint	/m/0dkfshy								JW Lees			
Dark Star Porter	/m/0dl8hkj			5.5					Dark Star			
Hydes Golden Brown 	/m/0dlfhsr	Summer ale		4.4					Hydes			
Fire Rock Pale Ale	/m/0dl74lz								Kona Brewing Company			
Burntwood Bitter	/m/0djv0rj	Special/Best/Premium Bitter							Mighty Oak Brewery			
Petra Bock	/m/0djhmn4	Bock		6.2								
Otley O-Garden 	/m/0djz9_d	Wheat beer							Otley Brewing Company Limited			
Brasserie Jeanne d'Arc Belzebuth	/m/04dq94z			15.0					Brasserie Jeanne d'Arc		France	/m/04dqzq_
Big Sky Brewing Moose Drool	/m/04dqq3v			5.3					Big Sky Brewing		United States of America	/m/04dr5s6
Brouwerij de Oranjeboom Oranjeboom	/m/04dqh9v			5.0					Oranjeboom Brewery		Netherlands	/m/04dr4h0
Oxford Black	/m/03m2nnp											
Greene King The Beer To Dine for	/m/04dqhj7			5.0					Greene King Brewery		United Kingdom	/m/04dr23w
Dent Ramsbottom Strong Ale	/m/04dqq86			4.5					Dent		United Kingdom	/m/04dqy8h
Belhaven 60/- Pale Ale	/m/04dqg71			3.0					Belhaven Brewery		United Kingdom	/m/04dr2d7
Tooheys Blue	/m/046vyt6								Tooheys			
Oddbins BCA	/m/04dqq9r			4.5					Oddbins		United Kingdom	/m/04dr327
Liefmans Kriekbier	/m/04dqqwg			6.0					Liefmans		Belgium	/m/04dr4sk
Shaftebury Brewing Company Rainforest Amber Ale	/m/04dqrt6			5.0					Shaftebury Brewing Company		Canada	/m/04dr15m
Courage Barclays Imperial Russian Stout 1983	/m/04dqhks			9.5					Courage		United Kingdom	/m/04dr6jq
Schlossbrauerei Kaltenberg König Ludwig Weissbier	/m/04dqsnb			5.5					Schlossbrauerei Kaltenberg		Germany	/m/04dr5mv
Chiltern Brewery Golden Sovereign Jubilee Ale	/m/04dqb7z			3.7					Chiltern Brewery		United Kingdom	/m/04dr11h
Durham Brewery Black Bishop	/m/04dqbq5			5.5					Durham Brewery		United Kingdom	/m/04dr4tt
Shepherd Neame Goldings	/m/04dqtfq			4.7					Shepherd Neame		United Kingdom	/m/04dr0qr
Küppers Kölsch	/m/04dqvff			4.8					Küppers		Germany	/m/04dr5kv
Licher Pilsner	/m/04dqm03		1858	4.9					Licher Privatbrauerei		Germany	/m/0d50bkg,/m/04dr41d
Jennings 175	/m/04dqbrq			5.5					Jennings		United Kingdom	/m/04dr2vh
Cooper's Regency Draught	/m/042zbl_								Coopers Brewery			
Young's First Gold	/m/04dqcsz			4.0					Young's Brewery		United Kingdom	/m/04dr76b
Cottage Brewing Company Golden Arrow	/m/04dqhby			4.5					Cottage Brewing Company		United Kingdom	/m/04dr2x7
Sudbrack Blumenau Eisenbahn PaleAle	/m/04dqjtb			4.8					Sudbrack Blumenau		Brazil	/m/04dqydh
Molson Dry	/m/04dqwc5			5.5					Molson		Canada	/m/04dr46s
East European Trade Rasputin	/m/04dqjd0			5.0					East European Trade		Russia	/m/04dr6kz,/m/04dr34w
Rodenbach Klassic	/m/04dqwdq			5.0					Rodenbach		Belgium	/m/04dr4s1
Ascot Ales Posh Pooch	/m/04dqm7k			4.2					Ascot Ales		United Kingdom	/m/04dqzhm
RCH Brewery Firebox Premium Bitter	/m/04dqp11			6.0					RCH Brewery		United Kingdom	/m/04dqxyc
J.W. Lees Brewer's Dark 	/m/0dlfhwq			3.5					JW Lees			
Arkell's  2B 	/m/0dkfpsn	Light ale							Arkell's Brewery			
York Centurion's Ghost	/m/0dkfswj								York Brewery			
Dark Star Autumn Equinox	/m/0dl8hhk			4.5					Dark Star			
Tinners	/m/0cttpt5			3.7					St Austell Brewery			
Delirium Tremens	/m/08n9ql		1989	8.5					Huyghe Brewery		Belgium	
Belhaven Fruit Beer	/m/04dqs1z			4.4					Belhaven Brewery		United Kingdom	/m/04dr5_z
Reflets de France Bière de Garde	/m/04dqr6m			6.0					Reflets de France		France	/m/04dq_dw
Shardlow Brewing Company Reverend Eaton's (bottled by Leek Brewery)	/m/04dqr0q			4.5					Shardlow Brewing Company		United Kingdom	/m/04dr57g
Orkney The Red MacGregor	/m/04dqqdc			5.0					Orkney		United Kingdom	/m/04dq_cw
Samuel Smith's Organic Best Ale	/m/04dqnfc	Golden ale		5.0					Samuel Smith Brewery		United Kingdom	/m/04dr4bs
Pete's Wicked Ale	/m/04dqm0_			5.0					Pete's Brewing Company		United States of America	/m/04dr74b
Swale Old Dick	/m/04dqksz			5.2					Swale		United Kingdom	/m/04dqxvm
Mad River Brewing Co. Jamica Red Ale	/m/04dqjt3			5.0					Mad River Brewing Company		United States of America	/m/04dqy4m
Good Bastards Dark Ale	/m/04dqgm9			4.0					Good Bastards Brewery		New Zealand	/m/04dr1l7
Hambleton Black Lightning	/m/04dqfml			6.5					Hambleton Ales		United Kingdom	/m/04dr28h
Hop Back Pickled Santa	/m/04dqdmw			6.0					Hop Back Brewery		United Kingdom	/m/04dqz5w
McAuslan Brewing St. Ambroise Pale Ale	/m/04dqck2			5.0					McAuslan		Canada	/m/04dqz73
Christoph Noyon 2 Caps	/m/04dqc39			6.0					Christoph Noyon		France	/m/04dr1kc,/m/04dr46x
Amsterdam Maximator	/m/04dqb9h			11.6					Amsterdam		Netherlands	/m/04dr384
Gambrinus (Mulhouse) L'Alsacienne sans culotte Frivole de Printemps/Bière de Printemps	/m/04dqb3l			5.0					Gambrinus (Mulhouse)		France	/m/04dr0fc
Marston Moor Brewer's Droop	/m/04dq9yx			5.0					Marston Moor		United Kingdom	/m/04dr1n3
Oakhill Mendip Twister	/m/04dq96h			6.3					Oakhill		United Kingdom	/m/04dr0kc
Wychwood Hobgoblin	/m/04dqx5k			5.5					Wychwood Brewery		United Kingdom	/m/04dr5h6
Ind Coope Burton Ale	/m/04dqwkz			4.8					Ind Coope		United Kingdom	/m/04dr6lz
Brasserie Lefèbvre Abbaye de Bonne-Espérance	/m/04dqvjq			7.8					Brasserie Lefèbvre		Belgium	/m/04dq_l7
Carlow Brewing Company O'Hara's Celtic Stout	/m/04dqsrm			4.3					Carlow Brewing Company		Republic of Ireland	/m/04dr5r2
Corsendonk Agnus	/m/04dqsn3			7.5					Corsendonk		Belgium	/m/04dqyq7
Lakeland Brewing Company Winter Holiday	/m/04dqcmq			5.0					Lakeland Brewing Company		United Kingdom	/m/04dr2cm
Hasseroder Premium Pils	/m/04dqpfz			4.8					Hasseroder		Germany	/m/04dr3y8
Jopen Adriaan Fris Gruitbier	/m/04dqj_c			5.0					Jopen		Netherlands	/m/04dr1g7
Oakhill Mendip Gold	/m/04dqq0k			4.5					Oakhill		United Kingdom	/m/04dr2m_
Young's Winter Warmer Dark Seasonal Ale	/m/04dqjpv			5.0					Young's Brewery		United Kingdom	/m/04dqz27
Rogue Mocha Porter	/m/04dqdnz			6.0					Rogue Brewing		United States of America	/m/04dr0dm
Roman Sloeber	/m/04dqmwp			7.5					Roman		Belgium	/m/04dr3kd
King & Barnes Target Ale	/m/04dqvj8			4.7					King & Barnes		United Kingdom	/m/04dr6mz
Murauer Märzen	/m/04dqsjv			5.2					Murauer		Austria	/m/04dqz37
Belhaven Twisted Thistle IPA (European version)	/m/04dqmv4			5.3					Belhaven Brewery		United Kingdom	/m/04dr037
Charles Wells Banana Bread Beer	/m/04dqr08			5.5					Charles Wells		United Kingdom	/m/04dr0c7
Coopers Brewery Extra Strong Vintage Ale	/m/04dqb_4			7.1					Coopers Brewery		Australia	/m/04dr3x0
Compania del cervecera del Peru Peru Gold	/m/04dqqyw			5.0					Compania del cervecera del Peru		Peru	/m/04dr4x9
Otaru Beer Dunkel	/m/04dqpw2			5.2					Otaru Beer		Japan	/m/04dqyqw
Freedom First Gold	/m/04dqh6k			5.5					Freedom		United Kingdom	/m/04dr1qr
Schlossbrauerei Eggenberg Samichlaus Bier	/m/04dqhnd			14.0					Eggenberg Brewery		Austria	/m/04dqytm
Ringnes Gold Extra Strong	/m/04dqcl5			6.4					Ringnes		Norway	/m/04dqxzm
Gilroy Favourite	/m/04dqq6g			4.0					Gilroy		South Africa	/m/04dqy7w
De Proefbrouwerij Beersel	/m/04dqvkt			6.0					De Proefbrouwerij		Belgium	/m/04dr3rs
Brasserie des Cimes Piste Noire	/m/04dqx0r			5.9					Brasserie des Cimes		France	/m/04dqyp_
Palmers Nut Brown Ale	/m/04d2v70											
Erzquell Pils	/m/04dqkld			4.8					Erzquell Brauerei Bielstein		Germany	/m/04dr60g
King & Barnes Chocolate Malt	/m/04dqndh			4.3					King & Barnes		United Kingdom	/m/04dr4tk
Gaffel Kölsch	/m/04dqvhv			4.8					Gaffel		Germany	/m/04dr45x
Bavik-De Brabandere Premium Pils	/m/04dqr1t			5.2					Bavik-De Brabandere		Belgium	/m/04dr01m
Carlsberg Export	/m/04dqrrg			5.0					Carlsberg		Denmark	/m/04dr3b8
Scottish Courage McEwan's No. 1 Champion Ale	/m/04dqx6n			7.3					Scottish Courage		United Kingdom	/m/04dr1lr
Jihomoravské Pivovany/Vyškov Havran	/m/04dq9rb			4.5					Jihomoravské Pivovany/Vyškov		Czech Republic	/m/04dr3v0
Castelain Ch'ti Triple	/m/04dqbgz			7.5					Castelain		France	/m/04dq_nc
Weltenburger Kloster Urtyp Hell	/m/04dqc1k			4.6					Weltenburger Kloster		Germany	/m/04dq_nm
De Proefbrouwerij Babbelaar	/m/04dqc7g			6.5					De Proefbrouwerij		Belgium	/m/04dr5v2
Strangford Lough Barelegs Brew	/m/04dqczw			4.5					Strangford Lough		Republic of Ireland	/m/04dr37j
Museum Brewing Worthington White Shield	/m/04dqd18			5.8					Museum Brewing		United Kingdom	/m/04dq_yw
National Breweries Zambezi	/m/04dqd2t			4.7					National Breweries		Zimbabwe	/m/04dr30r
Springhead The Leveller	/m/04dqdsg			5.0					Springhead		United Kingdom	
Spaten Münchner Hell	/m/04dqfz9			5.2					Spaten Brewery		Germany	/m/04dr1d_
Chiltern Brewery County Buckinghamshire Celebration Ale 2000	/m/04dqg_s			6.5					Chiltern Brewery		United Kingdom	/m/04dqytr
Quilmes Patagonia Amber Lager	/m/04dqgg1			6.5					Quilmes		Argentina	/m/04dr5vv
Hampshire Brewery Laughing Leprechaun	/m/04dqgkk			4.5					Hampshire Brewery		United Kingdom	/m/04dr3x4
Old Luxters Gold Ale	/m/04dqhq4			5.0					Old Luxters		United Kingdom	/m/04dr6bz
Boltens Ur-Weizen	/m/04dqhrp			5.4					Boltens		Germany	/m/04dr4z1
Banks's UCB Ultimate Curry Beer	/m/04dqj06			5.3					Banks's		United Kingdom	/m/04dr2pr
Orkney Dark Island	/m/04dqj1r			4.6					Orkney		United Kingdom	/m/04dr6zv
Personal Beer Company Piddle in the Hole (personalised as 'Tom Fryer Ale')	/m/04dqj7n			4.0					Personal Beer Company		United Kingdom	/m/04dr16r
Murphy's O'Connell Street	/m/04dqk5y			4.8					Murphy's Brewery		Republic of Ireland	/m/04dr5g6
Bateman's Hooker	/m/04dqkpp			4.5					Batemans Brewery		United Kingdom	/m/04dr5gb
Brasserie de Bretagne Britt Blanche	/m/04dqlqy			4.8					Brasserie de Bretagne		France	/m/04dqzmm
George Gale HSB (Horndean Special Bitter)	/m/04dqmc1			4.8					George Gale		United Kingdom	/m/04dr25w
Frank Boon Faro Pertotale	/m/04dqmgk			5.0					Boon Brewery		Belgium	/m/04dr2dh
Wadworth & Co. Horizon	/m/04dqn_z			4.0					Wadworth Brewery		United Kingdom	/m/04dr6yb
Prignon Fantôme	/m/04dqnj6			8.0					Prignon		Belgium	/m/04dr6bv
Young's Christmas Pudding Ale	/m/04dqnkr			5.5					Young's Brewery		United Kingdom	/m/04dqz5c
Shepherd Neame Christmas Ale 2006	/m/04dqpkg			5.5					Shepherd Neame		United Kingdom	/m/04dqxbm
Vapeur La Folie	/m/04dqqh6			8.5					Vapeur		Belgium	/m/04dr5jl
Hartwall Lapin Kulta	/m/04dqrbb			5.2					Hartwall		Finland	/m/04dr6sz
Cotleigh Brewery Barn Owl Premium Ale	/m/04dqs4l			4.5					Cotleigh Brewery		United Kingdom	/m/04dr0n_
King Family Brewers Merry Ale	/m/04dqs_1			6.5					King Family Brewers		United Kingdom	/m/04dr63b
Wooden Hand Black Pearl	/m/04dqt49			4.5					Wooden Hand		United Kingdom	/m/04dr0yw
Banks and Taylor's Old Bat	/m/04dqtl2			6.0					Banks and Taylor's		United Kingdom	/m/04dqyh_
Berliner Burgerbrau Bernauer Schwarzbier	/m/04dqtpl			5.2					Berliner Burgerbrau		Germany	/m/04dqzd3
Bridge of Allan Sheriffmuir	/m/04dqvxz			4.5					Bridge of Allan		United Kingdom	/m/04dr6pl
Du Bocq La Gauloise Blonde	/m/04dqwnl			6.3					Brasserie Du Bocq		Belgium	/m/04dqxh_
Houston Teuchter	/m/04dqx5_			4.8					Houston		United Kingdom	/m/04dr1sm
Antares Porter	/m/04sw_g_	Porter		5.5					Cervecería Antares		Argentina	
Alhambra Reserva 1925	/m/04dqbx2			6.4					Alhambra		Spain	
Samuel Adams Octoberfest	/m/04dqwx7			4.75					Samuel Adams		United States of America	/m/04dq__3
Cropton Uncle Sams	/m/04dq9md			4.4					Cropton Brewery		United Kingdom	/m/04dr29c
Wychwood Pumpking	/m/04dqbc0			4.7					Wychwood Brewery		United Kingdom	/m/04dr5_q
Fox Brewery Perfick	/m/04dqbgj			3.7					Fox Brewery		United Kingdom	/m/04dr5vg
Butterknowle Brewery Banner Bitter	/m/04dqbjh			4.0					Butterknowle Brewery		United Kingdom	/m/04dr6tv
Menabrea Birra S.P.A.	/m/04dqcg7			4.8					Menabrea		Italy	/m/04dr56l
Dogfish Head 120 min. I.P.A	/m/04dqchs			21.4					Dogfish Head Brewery		United States of America	/m/04dr5tb
Jennings Golden Host	/m/04dqdz4			4.3					Jennings		United Kingdom	/m/04dqx_m
Tin Whistle Black Widow	/m/04dqg3b			5.0					Tin Whistle		Canada	/m/04dr3ms
Dojlidy Mocne	/m/04dqgvr			7.0					Dojlidy Brewery		Poland	/m/04dqzsw
Brakspear Strong Ale	/m/04dqjkx			5.0					Brakspear		United Kingdom	/m/04dr0x_
Jagodinska Pivara Jagodinsko	/m/04dqkdh			4.0					Jagodinska Pivara		Serbia	/m/04dr4kd
Usher's 1824 Particular	/m/04dql0v			6.0					Usher's		United Kingdom	/m/04dqz7m
Green's Explorer	/m/04dql56			6.0					Green's		United Kingdom	/m/04dr4xk
Molson O'Keefe Extra Old Stock	/m/04dql6r			5.65					Molson		United Kingdom	/m/04dqyy7
Molson Rickard's Gold	/m/04dqlzc			5.0					Molson		Canada	/m/04dq_xc
Abbaye des Rocs	/m/04dqmq6			9.0					Abbaye des Rocs		Belgium	/m/04dqxz7
Berliner Kindl Original Weisse Schankbier	/m/04dqmrr			2.5					Berliner Kindl		Germany	/m/04dq_k_
Al Ahram Beverages Co. Stella	/m/04dqn_j			4.2					Al Ahram Brewery		Egypt	/m/04dr3_4
Maasland d'n Schele Os Tripel	/m/04dqnvy			7.5					Maasland		Netherlands	/m/04dr4f4
Bear Brewing Company Brown Bear Ale	/m/04dqp8y			5.5					Bear Brewing Company		Canada	/m/04dqxy_
Achouffe Bière de Mars	/m/04dqpr4			7.5					Brasserie d'Achouffe		Belgium	/m/04dq_7c
Highgate Old Ember	/m/04dqpsp			6.5					Highgate		United Kingdom	/m/04dr1gh
Old Stables Brewing Co. Hoppy Dayz	/m/04dqpvn			4.5					Old Stables Brewing Co.		United Kingdom	/m/04dr1yr
Kronenbrauerei ÖkoKrone Organic Pilsner	/m/04dqqty			5.0					Kronenbrauerei		Germany	/m/04dr287
Duyck Jenlain Bière Blonde Spéciale	/m/04dqsv0			6.0					Duyck		France	/m/04dqzhh
Het Anker Gouden Carolus Ambrio	/m/04dqtdd			6.5					Het Anker		Belgium	/m/04dr3hn
Rakovnik Bakalar	/m/04dqvcx			5.0					Rakovnik		Czech Republic	/m/04dqxcw
Earl Soham Brewery Victoria Bitter	/m/04dqvt0			3.8					Earl Soham Brewery		United Kingdom	/m/04dr1sw
Empresa de Cervejas da Madeira Coral	/m/04dqvxj			5.3					Empresa de Cervejas da Madeira		Portugal	/m/04dqzfc
Grimbergen Optimo Bruno	/m/04dqw0g			10.0					Grimbergen		Belgium	/m/04dqy8w
Zywiec Porter	/m/04dqw6c			9.3					Żywiec Brewery		Poland	/m/04dr1kr
FX Matt Saranac Black Forest	/m/04dqw_f			5.5					Matt Brewing Company		United States of America	/m/04dr6pz
Złote Lwy	/m/0fpf0fv								Browar Amber			
Saint Arnold Brown Ale	/m/0ghstnn	Brown ale							Saint Arnold Brewing Company			/m/0ghstr9
Longboard Island Lager	/m/0dl74nb								Kona Brewing Company			
Serramalte	/m/0djhk0p	Standard American Lager		5.5				Brazil	AmBev			
Fuller's London Porter	/m/02hv37c	Robust Porter							Fuller, Smith and Turner			
Molson Canadian	/m/02sjr23	Lager		5.2								
Ebony Stout	/m/03m2nmr											
Pilsner Urquell	/m/031n3s			4.4					Urquell		Czech Republic	/m/04drt79,/m/04dqyf7
Paradox	/m/0b68kjs	Imperial stout		10.0	1092.0		70.0		BrewDog			/m/0b68lk0,/m/0b68lk6,/m/0b68lkd
Saint Arnold Divine Reserve 10	/m/0ghtv0j	English Barleywine	2010	11.0	1.101	1.018			Saint Arnold Brewing Company		United States of America	/m/0ghtv1y
Vale  VPA 	/m/0dkfs82								Vale			
Franziskaner Hefe-Weisse Hell	/m/0djwwtd	Weiss	1516	5.0								
Darwin Brewery Hop Drop	/m/0dl8hr3			5.3					Darwin Brewery			
Jarrow Brewing Company Jobling's Swinging Gibbett	/m/0dlfhxy			4.1					Jarrow Brewing Company			
Everards Sly Fox	/m/0dl8hsp			4.0					Everards			
